NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,NAAM_VOLLEDIG,full_address,postcode_cleaned,house_number,latitude,longitude,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,location_status,facility_type,years_of_operation,decade_opened,decade_closed,operation_period,DT_IN_BEDRIJF,DT_UIT_BEDRIJF,CODE_STAND_RECORD
07DJ01,D,ILOC,"basisschool 'Andreas', locatie Lourdesplein",Lourdesplein 1.0 ,5017ak,1,51.55389539999999,5.1064973,5017AK,TILBURG,Noord-Brabant,Closed,International Education Center,26.0,1980s,2010s,1985-08-01 to 2011-08-01,1985-08-01,2011-08-01,H
29JF00,D,ILOC,Tilburgse kunststichting,Willem II-straat 47.0 -49,5038bd,47,51.557219,5.086367699999999,5038BD,TILBURG,Noord-Brabant,Closed,International Education Center,106.7,1900s,2000s,1900-01-01 to 2006-09-01,1900-01-01,2006-09-01,H
21OQ01,D,ILOC,"basisschool 'De Vuurvogel', locatie Korte Schijfstraat",Korte Schijfstraat 1.0 ,5038sv,1,51.5574236,5.0809136,5038SV,TILBURG,Noord-Brabant,Closed,International Education Center,27.7,1980s,2010s,1987-08-01 to 2015-04-01,1987-08-01,2015-04-01,H
29BL00,D,ILOC,"De Muze,Centrum v.theatereduc.",Carre 95.0 ,5017je,95,51.5588633,5.101635799999999,5017JE,TILBURG,Noord-Brabant,Closed,International Education Center,106.7,1900s,2000s,1900-01-01 to 2006-09-01,1900-01-01,2006-09-01,H
11LG01,D,ILOC,"Montessoribasisschool 'De Elzen', dislocatie",Elzenstraat 64.0 ,5038hd,64,51.5590386,5.073337,5038HD,TILBURG,Noord-Brabant,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
29GL00,D,ILOC,St.Muziekschool Gemert,Vondellaan 49.0 ,5421pn,49,51.56044439999999,5.685125200000001,5421PN,GEMERT,Noord-Brabant,Closed,International Education Center,106.7,1900s,2000s,1900-01-01 to 2006-09-01,1900-01-01,2006-09-01,H
18GZ02,D,ILOC,"AZC-school 'De Streek', Eerste Opvangonderwijs",Streek 15.0 ,4876at,15,51.560454,4.6426519,4876AT,ETTEN-LEUR,Noord-Brabant,Closed,International Education Center,21.5,1980s,2000s,1985-08-01 to 2007-02-16,1985-08-01,2007-02-16,H
11MC01,D,ILOC,PCBS De Klankhof,Hobodreef 3.0 ,4876xb,3,51.5614958,4.6335397,4876XB,ETTEN-LEUR,Noord-Brabant,Closed,International Education Center,36.1,1980s,2020s,1985-08-01 to 2021-09-01,1985-08-01,2021-09-01,H
11MC02,D,ILOC,basisschool De Klankhof,Hobodreef 1.0 ,4876xb,1,51.56172549999999,4.6333669,4876XB,ETTEN-LEUR,Noord-Brabant,Closed,International Education Center,2.4,2010s,2010s,2010-08-01 to 2013-01-01,2010-08-01,2013-01-01,H
21RO11,D,ILOC,"Sint Liduinaschool voor SO/VSO-ZMLK/MG, loc. Rijnauwenstraat",Rijnauwenstraat 205.0 ,4834ld,205,51.5660917,4.8091145,4834LD,BREDA,Noord-Brabant,Closed,International Education Center,23.4,1980s,2010s,1987-08-01 to 2011-01-01,1987-08-01,2011-01-01,H
16OX08,D,ILOC,"2College, West",Wandelboslaan 1.0 ,5042pa,1,51.5667385,5.0639875,5042PA,TILBURG,Noord-Brabant,Closed,International Education Center,32.0,1970s,2000s,1974-08-01 to 2006-08-01,1974-08-01,2006-08-01,H
29MY00,D,ILOC,Stichting Novala,Markt 7.0 ,4756al,7,51.5691236,4.406759,4756AL,KRUISLAND,Noord-Brabant,Closed,International Education Center,107.2,1900s,2000s,1900-01-01 to 2007-04-01,1900-01-01,2007-04-01,H
06WB01,D,ILOC,Basisschool De Oversteek,Dorpsstraat 11.0 ,5298ca,11,51.5697734,5.372958199999999,5298CA,LIEMPDE,Noord-Brabant,Closed,International Education Center,22.0,1980s,2000s,1985-08-01 to 2007-08-01,1985-08-01,2007-08-01,H
29HD00,D,ILOC,St.Tilburgse Dans-en muziekschool,Kapelaan Poellplein 3.0 ,5046gv,3,51.57057709999999,5.0809501,5046GV,TILBURG,Noord-Brabant,Closed,International Education Center,106.7,1900s,2000s,1900-01-01 to 2006-09-01,1900-01-01,2006-09-01,H
06WB02,D,ILOC,Basisschool De Oversteek,Kerkstraat 1.0 ,5298cm,1,51.5706534,5.3727341,5298CM,LIEMPDE,Noord-Brabant,Closed,International Education Center,22.0,1980s,2000s,1985-08-01 to 2007-08-01,1985-08-01,2007-08-01,H
02RH06,D,ILOC,De Berkenhofcollege -Twikkelstraat,Twikkelstraat 61.0 ,4834ll,61,51.57075099999999,4.810315999999999,4834LL,BREDA,Noord-Brabant,Closed,International Education Center,5.4,2000s,2010s,2007-03-01 to 2012-08-01,2007-03-01,2012-08-01,H
12FD02,D,ILOC,Internationale School Breda,Mozartlaan 27.0 ,4837eh,27,51.5708876,4.7622366,4837EH,BREDA,Noord-Brabant,Active,International Education Center,13.5,2010s,,2011-08-01 to Present,2011-08-01,,H
29LN00,D,ILOC,Staatsvrije Vrije School Anfortas,Valkenierslaan 98.0 -100,4834ck,98,51.5715104,4.7956905,4834CK,BREDA,Noord-Brabant,Closed,International Education Center,121.1,1900s,2020s,1900-01-01 to 2021-01-26,1900-01-01,2021-01-26,H
02RJ03,D,ILOC,"De Spreekhoorn, dependance Talmastraat",Talmastraat 1.0 ,4812ka,1,51.5718,4.7534376,4812KA,BREDA,Noord-Brabant,Closed,International Education Center,47.6,1950s,2000s,1958-09-01 to 2006-04-01,1958-09-01,2006-04-01,H
29BX00,D,ILOC,Gemeentelijk Centrum v.d Kunst St.Frans,Anna van Berchemlaan 2.0 ,4872xe,2,51.5718125,4.640585,4872XE,ETTEN-LEUR,Noord-Brabant,Closed,International Education Center,106.7,1900s,2000s,1900-01-01 to 2006-09-01,1900-01-01,2006-09-01,H
21RO03,D,ILOC,"Sint Liduinaschool voor SO/VSO-ZMLK/MG, loc. Neubourgstraat (SO)",Neubourgstraat 13.0 ,4834jl,13,51.5722116,4.8025996,4834JL,BREDA,Noord-Brabant,Closed,International Education Center,23.4,1980s,2010s,1987-08-01 to 2011-01-01,1987-08-01,2011-01-01,H
01UB01,D,ILOC,"Vso De Burcht, locatie Pastoriestraat",Pastoriestraat 1.0 ,5046dn,1,51.5724078,5.0832758,5046DN,TILBURG,Noord-Brabant,Closed,International Education Center,25.8,1980s,2010s,1984-10-01 to 2010-08-01,1984-10-01,2010-08-01,H
02RJ02,D,ILOC,"De Spreekhoorn, Groene Woud",Groene Woud 2.0 ,4834bc,2,51.5725206,4.7924491,4834BC,BREDA,Noord-Brabant,Closed,International Education Center,42.7,1950s,2000s,1958-09-01 to 2001-05-01,1958-09-01,2001-05-01,H
12LV01,D,ILOC,OBS De Piramide,Mgr. Nolensplein 1.0 ,4812jc,1,51.5727188,4.7512273,4812JC,BREDA,Noord-Brabant,Closed,International Education Center,28.3,1980s,2010s,1985-08-01 to 2013-12-01,1985-08-01,2013-12-01,H
10PI01,D,ILOC,"basisschool 'D'n Overkant', locatie Lambertusstraat",Lambertusstraat 5.0 ,4872xa,5,51.5731248,4.6370395,4872XA,ETTEN-LEUR,Noord-Brabant,Closed,International Education Center,29.7,1980s,2010s,1985-08-01 to 2015-04-01,1985-08-01,2015-04-01,H
03RN01,D,ILOC,"Sint Josef, 'Schakelklassen'",Theobaldusweg 54.0 ,5825bl,54,51.5735891,5.9479975,5825BL,OVERLOON,Noord-Brabant,Closed,International Education Center,7.7,2010s,2020s,2015-01-01 to 2022-09-01,2015-01-01,2022-09-01,H
01UB01,D,ILOC,"De Burcht, school voor VSO-ZMOK, locatie Pastoor Smitsstraat",Pastoor Smitsstraat 27.0 ,5014rh,27,51.5740396,5.0899405,5014RH,TILBURG,Noord-Brabant,Closed,International Education Center,25.8,1980s,2010s,1984-10-01 to 2010-08-01,1984-10-01,2010-08-01,H
28YZ00,D,ILOC,Brabants Centrum voor Amateurkunst,Ringbaan-Oost 8.0 ,5013ca,8,51.5744385,5.0921001,5013CA,TILBURG,Noord-Brabant,Closed,International Education Center,106.7,1900s,2000s,1900-01-01 to 2006-09-01,1900-01-01,2006-09-01,H
11MC01,D,ILOC,"basisschool Wiltzangh, locatie 't Kofschip",Kievit 33.0 ,4872rb,33,51.5756886,4.655106099999999,4872RB,ETTEN-LEUR,Noord-Brabant,Closed,International Education Center,36.1,1980s,2020s,1985-08-01 to 2021-09-01,1985-08-01,2021-09-01,H
12LV01,D,ILOC,"basisschool De Vlier, locatie Doelen",Doelen 9.0 ,4813gp,9,51.5758242,4.7373761,4813GP,BREDA,Noord-Brabant,Closed,International Education Center,28.3,1980s,2010s,1985-08-01 to 2013-12-01,1985-08-01,2013-12-01,H
08CP01,D,ILOC,"basisschool 'Jan Ligthart/Rendierhof', loc. Visitandinenstraat",Visitandinenstraat 3.0 ,5042cs,3,51.57588459999999,5.0515515,5042CS,TILBURG,Noord-Brabant,Closed,International Education Center,19.9,1980s,2000s,1985-08-01 to 2005-07-11,1985-08-01,2005-07-11,H
29CT00,D,ILOC,Kreativiteitscentrum Doornbos,Spoorlaan 135.0 ,4872xm,135,51.5761129,4.6411779,4872XM,ETTEN-LEUR,Noord-Brabant,Closed,International Education Center,106.7,1900s,2000s,1900-01-01 to 2006-09-01,1900-01-01,2006-09-01,H
26BA01,D,ILOC,"basisschool 'Meander', locatie Dalemdreef",Dalemdreef 29.0 ,5035lz,29,51.5763171,4.9847768,5035LZ,TILBURG,Noord-Brabant,Closed,International Education Center,7.2,1990s,2000s,1997-06-01 to 2004-08-01,1997-06-01,2004-08-01,H
10VR01,D,ILOC,AZC-School De Kajuit,Kievitsblekweg 4.0 ,5062sv,4,51.5765932,5.2258984,5062SV,OISTERWIJK,Noord-Brabant,Closed,International Education Center,35.2,1980s,2020s,1985-08-01 to 2020-10-01,1985-08-01,2020-10-01,H
16OX06,D,ILOC,2College Oisterwijk,Van Kemenadelaan 5.0 ,5061ee,5,51.5766698,5.1857649,5061EE,OISTERWIJK,Noord-Brabant,Closed,International Education Center,28.4,1970s,2000s,1974-08-01 to 2003-01-01,1974-08-01,2003-01-01,H
02RH05,D,ILOC,"De Berkenhof voor SO/VSO-LZ/MG, lc De Berkenhofcollege-Brederostraat",Brederostraat 35.0 ,4819hg,35,51.5773606,4.7664493,4819HG,BREDA,Noord-Brabant,Closed,International Education Center,61.4,1950s,2010s,1954-02-18 to 2015-08-01,1954-02-18,2015-08-01,H
02RH08,D,ILOC,De Berkenhof School voor Speciaal Onderwijs,Nansenweg 17.0 ,4812ch,17,51.5775303,4.758712399999999,4812CH,BREDA,Noord-Brabant,Closed,International Education Center,2.0,2000s,2010s,2009-01-01 to 2011-01-01,2009-01-01,2011-01-01,H
02RH06,D,ILOC,"Het Brederocollege, vestiging Jacob Catssingel",Jacob Catssingel 10.0 ,4819hc,10,51.5778382,4.763406799999999,4819HC,BREDA,Noord-Brabant,Closed,International Education Center,5.4,2000s,2010s,2007-03-01 to 2012-08-01,2007-03-01,2012-08-01,H
07MX02,D,ILOC,basisschool Maria Regina,Magnoliastraat 16.0 ,4651ld,16,51.5780878,4.3167347,4651LD,STEENBERGEN NB,Noord-Brabant,Closed,International Education Center,17.4,1980s,2000s,1985-08-01 to 2003-01-01,1985-08-01,2003-01-01,H
07NR01,D,ILOC,"Basisschool 'De Tovervogel', locatie Verwielstraat",Burg. Verwielstraat 53.0 ,5062gc,53,51.578163,5.1951966,5062GC,OISTERWIJK,Noord-Brabant,Closed,International Education Center,4.7,2000s,2010s,2007-08-01 to 2012-04-01,2007-08-01,2012-04-01,H
10VR01,D,ILOC,AZC-School De Kajuit,Kievitsblekweg 14.0 ,5062sv,14,51.5787704,5.2277872,5062SV,OISTERWIJK,Noord-Brabant,Closed,International Education Center,35.2,1980s,2020s,1985-08-01 to 2020-10-01,1985-08-01,2020-10-01,H
02RH09,D,ILOC,De Kei,Poolseweg 190.0 ,4818cg,190,51.5788664,4.798733599999999,4818CG,BREDA,Noord-Brabant,Closed,International Education Center,6.5,2000s,2010s,2009-02-01 to 2015-08-01,2009-02-01,2015-08-01,H
24HX28,D,ILOC,Luzac Lyceum Breda,Parkstraat 12.0 -14,4818sj,12,51.5790826,4.7793968,4818SJ,BREDA,Noord-Brabant,Closed,International Education Center,6.6,2000s,2010s,2007-01-01 to 2013-08-01,2007-01-01,2013-08-01,H
09VO01,D,ILOC,"basisschool 'De Hasselbraam', locatie Namenstraat",Namenstraat 8.0 ,4871ag,8,51.5803662,4.642494399999999,4871AG,ETTEN-LEUR,Noord-Brabant,Closed,International Education Center,30.0,1980s,2010s,1985-08-01 to 2015-08-01,1985-08-01,2015-08-01,H
12SM01,D,ILOC,basischool Helen Parkhurst,Bergeijkstraat 20.0 ,5043bc,20,51.58091,5.017362299999999,5043BC,TILBURG,Noord-Brabant,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
07NR01,D,ILOC,"Basisschool 'De Tovervogel', locatie Schoolstraat",Schoolstraat 1.0 ,5061xa,1,51.5809676,5.201734,5061XA,OISTERWIJK,Noord-Brabant,Closed,International Education Center,4.7,2000s,2010s,2007-08-01 to 2012-04-01,2007-08-01,2012-04-01,H
12SM01,D,ILOC,basischool Helen Parkhurst,Giekerkstraat 53.0 ,5043mx,53,51.58113549999999,5.0069113,5043MX,TILBURG,Noord-Brabant,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
23DX01,D,ILOC,"basisschool 'De Wegwijzer', dependance",Giekerkstraat 51.0 ,5043mx,51,51.5811539,5.0077554,5043MX,TILBURG,Noord-Brabant,Closed,International Education Center,17.0,1980s,2000s,1989-08-01 to 2006-08-01,1989-08-01,2006-08-01,H
23DW01,D,ILOC,"Jan Ligthartschool Huibeven, dependance",Glimmenstraat 3.0 ,5043mz,3,51.5815533,5.006698,5043MZ,TILBURG,Noord-Brabant,Closed,International Education Center,25.7,1980s,2010s,1989-08-01 to 2015-04-01,1989-08-01,2015-04-01,H
23DW02,D,ILOC,Tilburg International Primary School,Glimmenstraat 7.0 ,5043mz,7,51.58214719999999,5.0079597,5043MZ,TILBURG,Noord-Brabant,Closed,International Education Center,2.1,2010s,2010s,2014-08-01 to 2016-09-01,2014-08-01,2016-09-01,H
24HX28,D,ILOC,Luzac Lyceum Breda,Dr. Jan IngenHouszplein 2.0 ,4814eh,2,51.5837002,4.761266399999999,4814EH,BREDA,Noord-Brabant,Closed,International Education Center,6.6,2000s,2010s,2007-01-01 to 2013-08-01,2007-01-01,2013-08-01,H
09QY01,D,ILOC,basisschool De Spelelier,Apollopad 99.0 ,5283kg,99,51.58458479999999,5.3475568,5283KG,BOXTEL,Noord-Brabant,Closed,International Education Center,20.4,1980s,2000s,1985-08-01 to 2006-01-01,1985-08-01,2006-01-01,H
06XL06,D,ILOC,"Markland College, locatie De Vossenberg",Pagnevaartweg 109.0 ,4731ac,109,51.5849865,4.5447893,4731AC,OUDENBOSCH,Noord-Brabant,Closed,International Education Center,113.6,1900s,2010s,1900-01-01 to 2013-08-01,1900-01-01,2013-08-01,H
12MT01,D,ILOC,AZC De Sleutel,Eilenbergstraat 250.0 ,5011ec,250,51.585598,5.094408,5011EC,TILBURG,Noord-Brabant,Closed,International Education Center,18.6,1980s,2000s,1985-08-01 to 2004-03-01,1985-08-01,2004-03-01,H
21RO09,D,ILOC,"Sint Liduinaschool voor SO/VSO-ZMLK/MG, ODC De Paddestoel",Koraalstraat 64.0 ,4817hp,64,51.5861111,4.8005585,4817HP,BREDA,Noord-Brabant,Closed,International Education Center,20.0,1980s,2000s,1987-08-01 to 2007-08-01,1987-08-01,2007-08-01,H
06XL07,D,ILOC,"Markland College, locatie Pagnevaart",Pagnevaartweg 5.0 ,4731aa,5,51.58647509999999,4.5355988,4731AA,OUDENBOSCH,Noord-Brabant,Closed,International Education Center,115.2,1900s,2010s,1900-01-01 to 2015-03-01,1900-01-01,2015-03-01,H
06XL04,D,ILOC,"Markland College, locatie Brugklas",Pagnevaartweg 7.0 ,4731aa,7,51.58679189999999,4.5379343,4731AA,OUDENBOSCH,Noord-Brabant,Closed,International Education Center,113.6,1900s,2010s,1900-01-01 to 2013-08-01,1900-01-01,2013-08-01,H
06XL05,D,ILOC,"Markland College, locatie Thomas More",Eikenlaan 18.0 ,4731cr,18,51.5868818,4.5392458,4731CR,OUDENBOSCH,Noord-Brabant,Closed,International Education Center,115.2,1900s,2010s,1900-01-01 to 2015-03-01,1900-01-01,2015-03-01,H
07MX01,D,ILOC,"basisschool 'Maria Regina', AZC",De Ram van Hagedoornstr 2.0 ,4651ep,2,51.586937,4.3233193,4651EP,STEENBERGEN NB,Noord-Brabant,Closed,International Education Center,27.0,1980s,2010s,1985-08-01 to 2012-08-01,1985-08-01,2012-08-01,H
21RO13,D,ILOC,"St Liduinaschool, loc. Draaiboom",Draaiboom 119.0 ,4817wp,119,51.5871155,4.8186152,4817WP,BREDA,Noord-Brabant,Closed,International Education Center,4.0,2000s,2010s,2007-01-01 to 2011-01-01,2007-01-01,2011-01-01,H
21RO07,D,ILOC,"Sint Liduinaschool voor SO/VSO-ZMLK/MG, loc. 1 Wolvenring",Wolvenring 34.0 ,4817gd,34,51.587239,4.8080322,4817GD,BREDA,Noord-Brabant,Closed,International Education Center,23.4,1980s,2010s,1987-08-01 to 2011-01-01,1987-08-01,2011-01-01,H
03MR01,D,ILOC,"basisschool 'Weilust', locatie Brabantpark",Wolvenring 32.0 ,4817gd,32,51.5873522,4.8071994,4817GD,BREDA,Noord-Brabant,Closed,International Education Center,26.0,1980s,2010s,1985-08-01 to 2011-08-01,1985-08-01,2011-08-01,H
07GD01,D,ILOC,"basisschool 'De Regenboog', dependance Eikenlaan",Eikenlaan 13.0 ,4731cp,13,51.5876142,4.540470399999999,4731CP,OUDENBOSCH,Noord-Brabant,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
10JO01,D,ILOC,Basisschool Antonius,Antoniusstraat 10.0 ,5469ew,10,51.5876418,5.5868716,5469EW,ERP,Noord-Brabant,Active,International Education Center,7.5,2010s,,2017-08-01 to Present,2017-08-01,,H
29BN00,D,ILOC,De Nieuwe Veste,Molenstraat 6.0 ,4811gs,6,51.5877369,4.778665,4811GS,BREDA,Noord-Brabant,Closed,International Education Center,106.7,1900s,2000s,1900-01-01 to 2006-09-01,1900-01-01,2006-09-01,H
18EJ01,D,ILOC,Basisschool De Leest,Gruiterstraat 1.0 ,4871ks,1,51.587853,4.657848299999999,4871KS,ETTEN-LEUR,Noord-Brabant,Closed,International Education Center,14.6,2000s,2020s,2009-01-01 to 2023-08-01,2009-01-01,2023-08-01,H
06GC01,D,ILOC,"basisschool Sint Bernardus, locatie Sint Joannesschool",Schoolstraat 2.0 ,4751cn,2,51.588213,4.4569496,4751CN,OUD GASTEL,Noord-Brabant,Closed,International Education Center,32.0,1980s,2010s,1985-08-01 to 2017-08-01,1985-08-01,2017-08-01,A
11XT02,D,ILOC,"SBO Noorderlicht, locatie Vlashoflaan",Vlashoflaan 9.0 ,5012tm,9,51.588704,5.0998215,5012TM,TILBURG,Noord-Brabant,Closed,International Education Center,0.6,2000s,2000s,2007-08-01 to 2008-03-05,2007-08-01,2008-03-05,H
12MT02,D,ILOC,De Sleutelbloem,De Schans 135.0 ,5011en,135,51.58879,5.092799299999999,5011EN,TILBURG,Noord-Brabant,Closed,International Education Center,1.5,2010s,2010s,2016-01-01 to 2017-06-30,2016-01-01,2017-06-30,H
03XP01,D,ILOC,"basisschool 'Merijntje', locatie Dortmundstraat",Dortmundstraat 9.0 ,4681av,9,51.5888205,4.2180624,4681AV,NIEUW-VOSSEMEER,Noord-Brabant,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
08YB01,D,ILOC,"basisschool Onder de Torens-Barkentijn, dislocatie Barkentijn",Brandseweg 67.0 -69,4871ch,67,51.5889701,4.6520219,4871CH,ETTEN-LEUR,Noord-Brabant,Closed,International Education Center,35.7,1980s,2020s,1985-08-01 to 2021-04-01,1985-08-01,2021-04-01,H
12WE01,D,ILOC,"basisschool 'De Fontein', locatie Kangoeroestraat",Kangoeroestraat 5.0 ,4817ga,5,51.5889858,4.8068628,4817GA,BREDA,Noord-Brabant,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
08YB02,D,ILOC,"basisschool Onder de Torens-Barkentijn, dislocatie Barkentijn",Achtersteven 88.0 -90,4871dk,88,51.58903919999999,4.6517369,4871DK,ETTEN-LEUR,Noord-Brabant,Closed,International Education Center,35.7,1980s,2020s,1985-08-01 to 2021-04-01,1985-08-01,2021-04-01,H
25PY18,D,ILOC,Florijn College,Wilhelminasingel 33.0 ,4817jx,33,51.589698,4.7895143,4817JX,BREDA,Noord-Brabant,Closed,International Education Center,8.6,1990s,2000s,1997-01-01 to 2005-08-01,1997-01-01,2005-08-01,H
01JH07,D,ILOC,"De Brouwerij, loc. Boekel",Kluisstraat 2.0 ,5427em,2,51.5896998,5.711896299999999,5427EM,BOEKEL,Noord-Brabant,Closed,International Education Center,1.1,2010s,2010s,2011-01-01 to 2012-02-01,2011-01-01,2012-02-01,H
08YB01,D,ILOC,De Pontus locatie de Keen,Slagveld 55.0 ,4871nd,55,51.5898353,4.6506389,4871ND,ETTEN-LEUR,Noord-Brabant,Closed,International Education Center,35.7,1980s,2020s,1985-08-01 to 2021-04-01,1985-08-01,2021-04-01,H
29GF00,D,ILOC,Stichting Centrum voor de Kunsten Amadeus,Sint Annaplein 5.0 ,4731hn,5,51.58986789999999,4.5299937,4731HN,OUDENBOSCH,Noord-Brabant,Closed,International Education Center,106.7,1900s,2000s,1900-01-01 to 2006-09-01,1900-01-01,2006-09-01,H
02RI01,D,ILOC,"Sint Maarten, SBO locatie Adriaan v. Bergenstr",Adriaan van Bergenstraat 428.0 ,4811sz,428,51.5900042,4.7697573,4811SZ,BREDA,Noord-Brabant,Closed,International Education Center,32.0,1960s,2000s,1968-08-01 to 2000-08-01,1968-08-01,2000-08-01,H
29GZ00,D,ILOC,St. Regionaal Centr.v.d.Kunsten,St.Ursula 2.0 ,5281hv,2,51.590635,5.319749,5281HV,BOXTEL,Noord-Brabant,Closed,International Education Center,106.7,1900s,2000s,1900-01-01 to 2006-09-01,1900-01-01,2006-09-01,H
26BA02,D,ILOC,"basisschool 'Meander', locatie Schoolwoningen",Mingersbergstraat 60.0 -70,5045en,60,51.5911558,4.9853315,5045EN,TILBURG,Noord-Brabant,Closed,International Education Center,17.8,1990s,2010s,1997-06-01 to 2015-04-01,1997-06-01,2015-04-01,H
10WH01,D,ILOC,AZC KindRijk,Bartokstraat 131.0 ,5011jb,131,51.5912181,5.0848793,5011JB,TILBURG,Noord-Brabant,Closed,International Education Center,0.7,2010s,2010s,2016-01-01 to 2016-09-01,2016-01-01,2016-09-01,H
07PJ01,D,ILOC,"Basisschool St Joseph, dependance",Oranjesingel 3.0 ,4811cm,3,51.5937139,4.785958300000001,4811CM,BREDA,Noord-Brabant,Closed,International Education Center,0.8,2000s,2000s,2007-03-01 to 2008-01-01,2007-03-01,2008-01-01,H
12WE01,D,ILOC,"basisschool 'De Fontein', locatie Kangoeroestraat",Kameelstraat 2.0 ,4817bs,2,51.5942695,4.8106731,4817BS,BREDA,Noord-Brabant,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
29LN00,D,ILOC,Staatsvrije Vrije School Anfortas,Kievitstraat 32.0 ,4815gc,32,51.5966769,4.7749131,4815GC,BREDA,Noord-Brabant,Closed,International Education Center,121.1,1900s,2020s,1900-01-01 to 2021-01-26,1900-01-01,2021-01-26,H
07IA01,D,ILOC,School met de Bijbel,Schoolstraat 17.0 ,4697ch,17,51.5990175,4.1012606,4697CH,SINT-ANNALAND,Zeeland,Closed,International Education Center,22.2,1980s,2000s,1985-08-01 to 2007-10-18,1985-08-01,2007-10-18,H
06IT01,D,ILOC,"basisschool 'De Griffioen', dependance",Schoolstraat 2.0 a,4841xd,2,51.599785,4.716057999999999,4841XD,PRINSENBEEK,Noord-Brabant,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
07KE01,D,ILOC,De School,Kloosterstraat 1.0 ,5844an,1,51.6012592,5.9185877,5844AN,STEVENSBEEK,Noord-Brabant,Closed,International Education Center,19.0,1980s,2000s,1985-08-01 to 2004-07-24,1985-08-01,2004-07-24,H
06IT01,D,ILOC,"basisschool 'De Griffioen', dependance",Straatweide 30.0 ,4841nd,30,51.6031649,4.7050895,4841ND,PRINSENBEEK,Noord-Brabant,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
12QX01,D,ILOC,Basisschool De Vlinder AZC,Vlagheide 6.0 ,5482nm,6,51.6055538,5.482675599999999,5482NM,SCHIJNDEL,Noord-Brabant,Closed,International Education Center,23.8,1980s,2000s,1985-08-01 to 2009-06-01,1985-08-01,2009-06-01,H
12WE02,D,ILOC,De Eerste Opvang Anderstaligen,Calandstraat 52.0 ,4827nj,52,51.6056125,4.7920634,4827NJ,BREDA,Noord-Brabant,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
21RO02,D,ILOC,"Sint Liduinaschool voor SO/VSO-ZMLK/MG, loc. Namenstraat (SO-MG)",Namenstraat 62.0 ,4826ll,62,51.6061494,4.780306599999999,4826LL,BREDA,Noord-Brabant,Closed,International Education Center,23.4,1980s,2010s,1987-08-01 to 2011-01-01,1987-08-01,2011-01-01,H
03JC01,D,ILOC,"basisschool 'John F. Kennedy', dependance",Molstraat 46.0 ,4826ka,46,51.6063053,4.7877063,4826KA,BREDA,Noord-Brabant,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
03CW01,D,ILOC,"basisschool Apollo, locatie Vlierenbroek",Vlierenbroek 32.0 ,4822xm,32,51.6070103,4.7272589,4822XM,BREDA,Noord-Brabant,Closed,International Education Center,28.3,1980s,2010s,1985-08-01 to 2013-12-01,1985-08-01,2013-12-01,H
10JP01,D,ILOC,"basisschool 'Hagehorst', vestiging Kesterendreef",Kesterendreef 9.0 -11,4822wt,9,51.6081957,4.725974,4822WT,BREDA,Noord-Brabant,Closed,International Education Center,20.0,1980s,2000s,1985-08-01 to 2005-08-01,1985-08-01,2005-08-01,H
09KK01,D,ILOC,"basisschool 'De Wichelroede', locatie Goudsbloem",Goudsbloem 66.0 ,5071ez,66,51.6088201,5.1351684,5071EZ,UDENHOUT,Noord-Brabant,Active,International Education Center,38.5,1980s,,1986-08-01 to Present,1986-08-01,,H
23GY03,D,ILOC,"School Lievenshove voor SO/VSO-ZMOK, locatie Raaimoeren",Raaimoeren 17.0 ,4824ka,17,51.6097967,4.7412927,4824KA,BREDA,Noord-Brabant,Closed,International Education Center,13.1,1980s,2000s,1989-07-01 to 2002-08-01,1989-07-01,2002-08-01,H
25PY20,D,ILOC,"ROC West Brabant, Florijn College",Zomergemstraat 4.0 ,4826cw,4,51.6111049,4.7841876,4826CW,BREDA,Noord-Brabant,Closed,International Education Center,8.6,1990s,2000s,1997-01-01 to 2005-08-01,1997-01-01,2005-08-01,H
03CW01,D,ILOC,"basisschool 'Apollo', locatie Meerhoutstraat",Meerhoutstraat 2.0 B,4826en,2,51.6122534,4.7872724,4826EN,BREDA,Noord-Brabant,Closed,International Education Center,28.3,1980s,2010s,1985-08-01 to 2013-12-01,1985-08-01,2013-12-01,H
22JJ01,D,ILOC,basisschool De Wijde Acker,Korte Voren 2.0 ,5071ad,2,51.6133609,5.1497023,5071AD,UDENHOUT,Noord-Brabant,Closed,International Education Center,26.7,1980s,2010s,1988-08-01 to 2015-04-01,1988-08-01,2015-04-01,H
