NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,education_sector,institution_type,NAAM_VOLLEDIG,full_address,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,DT_IN_BEDRIJF,DT_UIT_BEDRIJF,is_active,CODE_STAND_RECORD,postcode_cleaned,location_type,function_type,temporal_status
05KQ02,D,ILOC,vocational,international,Wereldwijs,Galenuslaan 1.0 ,4624XE,BERGEN OP ZOOM,Noord-Brabant,2021-01-15,,True,H,4624xe,ILOC,D,Active
20HH01,D,ILOC,vocational,international,Leonardo Harderwijk,Vliepad 5.0 ,3844EL,HARDERWIJK,Gelderland,2020-10-01,,True,H,3844el,ILOC,D,Active
29YC02,D,ILOC,vocational,international,De Madelief,Pythagorasstraat 9.0 ,6836GA,ARNHEM,Gelderland,2019-08-01,2021-08-01,False,H,6836ga,ILOC,D,Historical
12TL01,D,ILOC,vocational,international,Perspectief 10-14,Hemdijk 47.0 ,8601XJ,SNEEK,Friesland,2019-08-01,,True,H,8601xj,ILOC,D,Active
15ZZ01,D,ILOC,vocational,international,De Vuurvlinder Nieuwkomersvoorziening type 2,Diamanthorst 10.0 ,2592GH,'S-GRAVENHAGE,Zuid-Holland,2019-08-01,,True,H,2592gh,ILOC,D,Active
19TB01,D,ILOC,vocational,international,Brekeldschool-De Brug,Prins Bernhardstraat 37.0 ,7462GS,RIJSSEN,Overijssel,2019-08-01,,True,H,7462gs,ILOC,D,Active
19WC02,D,ILOC,vocational,international,Da Vinci-Berkelland,Wheemerstraat 10.0 ,7161AN,NEEDE,Gelderland,2019-08-01,,True,A,7161an,ILOC,D,Active
31KY01,D,ILOC,vocational,international,"Stichting NTCN (NTC in de Nedersaksische grensregio), locatie Veldhausen",  ,,,,2018-09-01,2022-08-01,False,A,nan,ILOC,D,Historical
19DQ01,D,ILOC,vocational,international,OBS De Notenkraker,Othelloweg 8.0 ,3194GS,HOOGVLIET ROTTERDAM,Zuid-Holland,2018-08-01,2020-06-01,False,H,3194gs,ILOC,D,Historical
19ML03,D,ILOC,vocational,international,AZS De Vlieger,Deventerweg 83.0 ,3843GC,HARDERWIJK,Gelderland,2018-08-01,2020-08-01,False,H,3843gc,ILOC,D,Historical
18WX02,D,ILOC,vocational,international,De Catamaran Nieuwkomersvoorziening,Catullusweg 298.0 ,3076KH,ROTTERDAM,Zuid-Holland,2018-08-01,,True,H,3076kh,ILOC,D,Active
19AO03,D,ILOC,vocational,international,Vrijeschool Amsterdam Oost,Pieter Nieuwlandstraat 3.0 ,1093XG,AMSTERDAM,Noord-Holland,2018-04-03,2018-04-04,False,H,1093xg,ILOC,D,Historical
24EE01,D,ILOC,vocational,international,"Montessori basisschool De Poort, nieuwkomersgroepen",Kard van Rossumplein 99.0 ,6221SZ,MAASTRICHT,Limburg,2018-04-01,,True,H,6221sz,ILOC,D,Active
12HC01,D,ILOC,vocational,international,SNV De Taalvijver,Paul Rinkstraat 2.0 ,5461GS,VEGHEL,Noord-Brabant,2018-02-01,,True,H,5461gs,ILOC,D,Active
09YS01,D,ILOC,vocational,international,Schakelklassen Westland,Hoge Woerd 27.0 ,2671DH,NAALDWIJK,Zuid-Holland,2018-01-01,,True,H,2671dh,ILOC,D,Active
09YS01,D,ILOC,vocational,international,Schakelklas Westland,Burg Kampschoerstraat 5.0 ,2681AA,MONSTER,Zuid-Holland,2018-01-01,,True,H,2681aa,ILOC,D,Active
27PB01,D,ILOC,vocational,international,Optimist International School,Deltaweg 109.0 ,2134XS,HOOFDDORP,Noord-Holland,2018-01-01,,True,H,2134xs,ILOC,D,Active
07TJ05,D,ILOC,vocational,international,"Basisschool Elout, afd. Nieuwkomers",Cornelis Krusemanstraat 68.0 -70,1075NS,AMSTERDAM,Noord-Holland,2017-09-01,2023-03-01,False,H,1075ns,ILOC,D,Historical
13KT03,D,ILOC,vocational,international,International School Haarlem,Schreveliusstraat 27.0 ,2014XP,HAARLEM,Noord-Holland,2017-09-01,,True,H,2014xp,ILOC,D,Active
18WK02,D,ILOC,vocational,international,"Burgemeester De Vlugtschool, afd. Nieuwkomers",Jan de Louterstraat 21.0 ,1063KX,AMSTERDAM,Noord-Holland,2017-09-01,,True,H,1063kx,ILOC,D,Active
08DH01,D,ILOC,vocational,international,Obs Markvelde,Oude Deldensestraat 1.0 ,7478PL,DIEPENHEIM,Overijssel,2017-08-01,2018-08-01,False,H,7478pl,ILOC,D,Historical
16WH01,D,ILOC,vocational,international,Kindcentrum Vroondaal,Meppelweg 339.0 ,2544AH,'S-GRAVENHAGE,Zuid-Holland,2017-08-01,2018-08-01,False,H,2544ah,ILOC,D,Historical
13AO03,D,ILOC,vocational,international,Dr. Albert Schweitzerschool,Goudsbloemstraat 2.0 ,6871WB,RENKUM,Gelderland,2017-08-01,2019-08-01,False,H,6871wb,ILOC,D,Historical
14HB02,D,ILOC,vocational,international,De Blijberg tweetalig onderwijs,Coolhavenstraat 29.0 ,3024TD,ROTTERDAM,Zuid-Holland,2017-08-01,2019-08-01,False,H,3024td,ILOC,D,Historical
19NS02,D,ILOC,vocational,international,De Toermalijn,Rijnstraat 15.0 ,7523GD,ENSCHEDE,Overijssel,2017-08-01,2019-08-01,False,A,7523gd,ILOC,D,Historical
07QW02,D,ILOC,vocational,international,"IKC Triade, locatie Zuid",Ophelialaan 230.0 ,1431HS,AALSMEER,Noord-Holland,2017-08-01,2019-08-23,False,H,1431hs,ILOC,D,Historical
16LV01,D,ILOC,vocational,international,Basisschool Aldoende,Kinheim 4.0 ,1161AP,ZWANENBURG,Noord-Holland,2017-08-01,2022-08-01,False,H,1161ap,ILOC,D,Historical
13CY02,D,ILOC,vocational,international,cbs Rehoboth,Koninginnelaan 46.0 ,3905GJ,VEENENDAAL,Utrecht,2017-08-01,2023-08-01,False,H,3905gj,ILOC,D,Historical
10JO01,D,ILOC,vocational,international,Basisschool Antonius,Antoniusstraat 10.0 ,5469EW,ERP,Noord-Brabant,2017-08-01,,True,H,5469ew,ILOC,D,Active
14LB02,D,ILOC,vocational,international,Annie M.G. Schmidt,Martina Kramersstraat 2.0 ,3207WB,SPIJKENISSE,Zuid-Holland,2017-08-01,,True,H,3207wb,ILOC,D,Active
16KJ02,D,ILOC,vocational,international,Openbare Vroonermeerschool,P.C.Boutensstraat 4.0 ,1822KJ,ALKMAAR,Noord-Holland,2017-08-01,,True,H,1822kj,ILOC,D,Active
17RX01,D,ILOC,vocational,international,Tuinstad Schiebroek/Terbregge,Meerum Terwogtlaan 135.0 ,3056PP,ROTTERDAM,Zuid-Holland,2017-08-01,,True,H,3056pp,ILOC,D,Active
20SL02,D,ILOC,vocational,international,De Ontplooiing,August Allebeplein 7.0 ,1062AA,AMSTERDAM,Noord-Holland,2017-08-01,,True,H,1062aa,ILOC,D,Active
20SL02,D,ILOC,vocational,international,Spring High Go,Herman Poortstraat 17.0 ,1064BR,AMSTERDAM,Noord-Holland,2017-08-01,,True,A,1064br,ILOC,D,Active
29XG01,D,ILOC,vocational,international,Rivers International School Arnhem,Parnassusstraat 20.0 ,6846RB,ARNHEM,Gelderland,2017-08-01,,True,H,6846rb,ILOC,D,Active
06YH01,D,ILOC,vocational,international,De Tovertuin Schakelklassen,Burg. Corbeijstraat 58.0 ,6137XT,SITTARD,Limburg,2017-07-15,2019-08-01,False,H,6137xt,ILOC,D,Historical
30RH01,D,ILOC,vocational,international,Cbs Aquamarijn locatie Reitdiep,Slenk 2.0 ,9746RS,GRONINGEN,Groningen,2017-05-01,2023-08-01,False,H,9746rs,ILOC,D,Historical
15NJ02,D,ILOC,vocational,international,Woutertje van Leyden,Houtmarkt 36.0 ,2312PZ,LEIDEN,Zuid-Holland,2017-01-01,,True,H,2312pz,ILOC,D,Active
20ZT01,D,ILOC,vocational,international,"Het Vogelnest, afd. Nieuwkomers",Mussenstraat 26.0 ,1021CS,AMSTERDAM,Noord-Holland,2016-10-24,2022-08-01,False,H,1021cs,ILOC,D,Historical
12WB01,D,ILOC,vocational,international,De Bazaar,Lange Kleiweg 72.0 ,2288GK,RIJSWIJK ZH,Zuid-Holland,2016-10-05,2022-05-22,False,H,2288gk,ILOC,D,Historical
09TI01,D,ILOC,vocational,international,Basisschool Sprankel,Welemanstraat 23.0 ,7622HB,BORNE,Overijssel,2016-10-01,,True,H,7622hb,ILOC,D,Active
20VP02,D,ILOC,vocational,international,School of Understanding Amsterdam-West,Potgieterstraat 34.0 ,1053XX,AMSTERDAM,Noord-Holland,2016-08-29,2023-09-01,False,H,1053xx,ILOC,D,Historical
20VP02,D,ILOC,vocational,international,School of Understanding Amsterdam-West,Orteliusstraat 28.0 ,1057BB,AMSTERDAM,Noord-Holland,2016-08-29,2023-09-01,False,H,1057bb,ILOC,D,Historical
09DD01,D,ILOC,vocational,international,Vrijeschool Kairos,Breedveld 7.0 ,1025PZ,AMSTERDAM,Noord-Holland,2016-08-29,,True,H,1025pz,ILOC,D,Active
09DD01,D,ILOC,vocational,international,Vrijeschool Kairos,Wognumerplantsoen 2.0 -4,1023EP,AMSTERDAM,Noord-Holland,2016-08-29,,True,H,1023ep,ILOC,D,Active
08EP02,D,ILOC,vocational,international,De OpStap,Jachthuisweg 6.0 d,7796HJ,HEEMSERVEEN,Overijssel,2016-08-01,2016-08-02,False,H,7796hj,ILOC,D,Historical
11KN01,D,ILOC,vocational,international,"CBS De Lichtbaak, afd. Anderstaligen",Amstelstraat 14.0 B,9406TH,ASSEN,Drenthe,2016-08-01,2016-08-02,False,H,9406th,ILOC,D,Historical
03WL01,D,ILOC,vocational,international,De Diamant loc. De Zevenhof,Vrijenhoek 29.0 -31,2435XV,ZEVENHOVEN,Zuid-Holland,2016-08-01,2018-08-01,False,H,2435xv,ILOC,D,Historical
17ZL01,D,ILOC,vocational,international,KBS Stepping Stones,Notebomenlaan 137.0 ,3582CJ,UTRECHT,Utrecht,2016-08-01,2020-08-01,False,H,3582cj,ILOC,D,Historical
23GV02,D,ILOC,vocational,international,"Yunus Emre, locatie Schalk Burgerstraat",Schalk Burgerstraat 383.0 ,2572TB,'S-GRAVENHAGE,Zuid-Holland,2016-08-01,2020-08-01,False,H,2572tb,ILOC,D,Historical
23GV03,D,ILOC,vocational,international,"Yunus Emre, locatie Van Damstraat",Van Damstraat 7.0 ,2512PG,'S-GRAVENHAGE,Zuid-Holland,2016-08-01,2020-08-01,False,H,2512pg,ILOC,D,Historical
24PB01,D,ILOC,vocational,international,AZC school Beverwaard,Spoorweghaven 174.0 ,3071ZG,ROTTERDAM,Zuid-Holland,2016-08-01,2021-05-01,False,H,3071zg,ILOC,D,Historical
13TY01,D,ILOC,vocational,international,o.b.s. De Schakel,Multatulistraat 28.0 ,9602BB,HOOGEZAND,Groningen,2016-08-01,2022-11-14,False,H,9602bb,ILOC,D,Historical
05SR01,D,ILOC,vocational,international,"Talmaschool, schakelklassen",Vaandrigstraat 15.0 ,3034PX,ROTTERDAM,Zuid-Holland,2016-08-01,2023-08-01,False,H,3034px,ILOC,D,Historical
05SR01,D,ILOC,vocational,international,"Talmaschool, schakelklassen",Bertrand Russellplaats 7.0 - 9,3069CA,ROTTERDAM,Zuid-Holland,2016-08-01,2023-08-01,False,H,3069ca,ILOC,D,Historical
07EI01,D,ILOC,vocational,international,"Rkbs St. Theresia, loc. Van Dijck",Laan van Cattenbroeck 76.0 ,3703BP,ZEIST,Utrecht,2016-08-01,2023-08-01,False,H,3703bp,ILOC,D,Historical
07EI01,D,ILOC,vocational,international,"Rkbs St. Theresia, loc. Van Dijck",Van Dijcklaan 4.0 ,3723CG,BILTHOVEN,Utrecht,2016-08-01,2023-08-01,False,H,3723cg,ILOC,D,Historical
15JI02,D,ILOC,vocational,international,basisschool 't Mozaiek,Kroonjuweel 7.0 ,4388MD,OOST-SOUBURG,Zeeland,2016-08-01,2024-08-01,False,H,4388md,ILOC,D,Historical
04FJ01,D,ILOC,vocational,international,Athena,Johann de Wittstraat 11.0 ,5151CK,DRUNEN,Noord-Brabant,2016-08-01,,True,H,5151ck,ILOC,D,Active
05LP01,D,ILOC,vocational,international,c.b.s. De Bolster afdeling anderstaligen,Wikelerdyk 14.0 ,8561BE,BALK,Friesland,2016-08-01,,True,H,8561be,ILOC,D,Active
06NN03,D,ILOC,vocational,international,"Julianaschool, locatie Brandsma",Nieuwe 's-Gravelandseweg 15.0 ,1405HK,BUSSUM,Noord-Holland,2016-08-01,,True,H,1405hk,ILOC,D,Active
11LF01,D,ILOC,vocational,international,Basisschool De Regenboog,Marjoleintuin 58.0 - 60,2353PL,LEIDERDORP,Zuid-Holland,2016-08-01,,True,H,2353pl,ILOC,D,Active
12HZ01,D,ILOC,vocational,international,Obs Villa Nova,Bouwkamp 4.0 ,8266KL,KAMPEN,Overijssel,2016-08-01,,True,H,8266kl,ILOC,D,Active
12KZ01,D,ILOC,vocational,international,"icbs De Meer, locatie Bavoschool",Westergracht 3.0 ,2013ZJ,HAARLEM,Noord-Holland,2016-08-01,,True,H,2013zj,ILOC,D,Active
13BQ03,D,ILOC,vocational,international,Master Amiko,Jancko Douwamastraat 33.0 ,8602BK,SNEEK,Friesland,2016-08-01,,True,H,8602bk,ILOC,D,Active
16HV01,D,ILOC,vocational,international,Openbare Basisschool Wereldwijzer,Nachtegaal 144.0 ,1628DJ,HOORN NH,Noord-Holland,2016-08-01,,True,H,1628dj,ILOC,D,Active
16ZC01,D,ILOC,vocational,international,De Taalklas,Oostzeestraat 38.0 ,8226BA,LELYSTAD,Flevoland,2016-08-01,,True,H,8226ba,ILOC,D,Active
19VH02,D,ILOC,vocational,international,locatie De Meerpaal,Tesselsestraat 75.0 ,2583JH,'S-GRAVENHAGE,Zuid-Holland,2016-08-01,,True,H,2583jh,ILOC,D,Active
20FB01,D,ILOC,vocational,international,Basisschool De Waaier,Voorsterallee 1.0 ,7203DN,ZUTPHEN,Gelderland,2016-08-01,,True,H,7203dn,ILOC,D,Active
26PY03,D,ILOC,vocational,international,KBS de Boxem,Oude Wetering 82.0 a,8044PA,ZWOLLE,Overijssel,2016-08-01,,True,H,8044pa,ILOC,D,Active
06ZC01,D,ILOC,vocational,international,"Bassisschool De Reuzepas, AZC-klassen",Den Elt 17.0 c,6644EA,EWIJK,Gelderland,2016-06-15,2017-06-15,False,H,6644ea,ILOC,D,Historical
07RQ02,D,ILOC,vocational,international,AZC-school Koala,Kazernelaan 101.0 ,6006SP,WEERT,Limburg,2016-06-15,2020-08-01,False,H,6006sp,ILOC,D,Historical
15KJ01,D,ILOC,vocational,international,OBS De Feniks,Schepersmaat 4.0 ,9405TA,ASSEN,Drenthe,2016-06-01,,True,H,9405ta,ILOC,D,Active
15LX04,D,ILOC,vocational,international,"ODS De Vuurvogel, taalklassen",Zwanenhoek 41.0 ,3201HT,SPIJKENISSE,Zuid-Holland,2016-06-01,,True,H,3201ht,ILOC,D,Active
16IQ02,D,ILOC,vocational,international,De Optimist,Robonsbosweg 1.0 ,1816MK,ALKMAAR,Noord-Holland,2016-05-01,2018-10-01,False,H,1816mk,ILOC,D,Historical
18RA01,D,ILOC,vocational,international,"OBS de Tarthorst, onderwijslocatie AZC/POL de Leemkuil",Keijenbergseweg 10.0 ,6705BN,WAGENINGEN,Gelderland,2016-05-01,,True,H,6705bn,ILOC,D,Active
09DO01,D,ILOC,vocational,international,"o.b.s. De Uilenburcht, afd. Anderstaligen",Dennenborg 1.0 ,9685KE,BLAUWESTAD,Groningen,2016-04-01,2016-10-10,False,H,9685ke,ILOC,D,Historical
11QO01,D,ILOC,vocational,international,Rotonda Ridderweide,Maurikstraat 1.0 ,4006EL,TIEL,Gelderland,2016-03-30,2017-08-01,False,H,4006el,ILOC,D,Historical
12MF02,D,ILOC,vocational,international,Taalschool Voila,Berkelwijk 33.0 ,3831MN,LEUSDEN,Utrecht,2016-03-01,2017-09-01,False,H,3831mn,ILOC,D,Historical
12AE02,D,ILOC,vocational,international,"Zilvermaan, locatie Bloemstede",Duivenkamp 545.0 ,3607BK,MAARSSEN,Utrecht,2016-02-01,2024-03-01,False,H,3607bk,ILOC,D,Historical
13NZ02,D,ILOC,vocational,international,"Basisschool De Oude Vaart, afdeling AZC",Schuberthof 31.0 ,4536AL,TERNEUZEN,Zeeland,2016-01-15,2016-09-01,False,H,4536al,ILOC,D,Historical
13GC02,D,ILOC,vocational,international,"De Tweemaster, afdeling nieuwkomers",Vroedschapstraat 11.0 ,4204AJ,GORINCHEM,Zuid-Holland,2016-01-15,2017-04-01,False,H,4204aj,ILOC,D,Historical
13GC02,D,ILOC,vocational,international,"De Tweemaster, afdeling nieuwkomers",Stalkaarsen 3.0 ,4205PG,GORINCHEM,Zuid-Holland,2016-01-15,2017-04-01,False,H,4205pg,ILOC,D,Historical
18FA01,D,ILOC,vocational,international,"Basisschool De Schatkist, Fleurrijk",Randweg-Oost 32.0 ,6021PB,BUDEL,Noord-Brabant,2016-01-15,2017-04-01,False,H,6021pb,ILOC,D,Historical
11UF02,D,ILOC,vocational,international,Heumensoord PO,Streekweg 21.0 ,6537TR,NIJMEGEN,Gelderland,2016-01-15,2017-05-15,False,H,6537tr,ILOC,D,Historical
20SK02,D,ILOC,vocational,international,"Louis Bouwmeester, afdeling Nieuwkomers",Louis Bouwmeesterstraat 14.0 ,1065KW,AMSTERDAM,Noord-Holland,2016-01-04,,True,H,1065kw,ILOC,D,Active
20XQ01,D,ILOC,vocational,international,"Basisschool De Roos, afdeling Nieuwkomers",Jan van Galenstraat 105.0 ,1056BK,AMSTERDAM,Noord-Holland,2016-01-01,2016-07-01,False,H,1056bk,ILOC,D,Historical
10WH01,D,ILOC,vocational,international,AZC KindRijk,Bartokstraat 131.0 ,5011JB,TILBURG,Noord-Brabant,2016-01-01,2016-09-01,False,H,5011jb,ILOC,D,Historical
12MT02,D,ILOC,vocational,international,De Sleutelbloem,De Schans 135.0 ,5011EN,TILBURG,Noord-Brabant,2016-01-01,2017-06-30,False,H,5011en,ILOC,D,Historical
03OT02,D,ILOC,vocational,international,"R.K. basisschool De Meule, Montessori",Molenstraat 21.0 ,5914XS,VENLO,Limburg,2016-01-01,,True,H,5914xs,ILOC,D,Active
10DM01,D,ILOC,vocational,international,"basisschool 'Binnen de Veste', afdeling voor hoogbegaafde leerlingen Vitruvio",Raamstraat 3.0 ,4301BP,ZIERIKZEE,Zeeland,2016-01-01,,True,H,4301bp,ILOC,D,Active
19BA01,D,ILOC,vocational,international,Nieuwkomersvoorziening Ede,Oranjelaan 7.0 ,6717JH,EDE,Gelderland,2016-01-01,,True,H,6717jh,ILOC,D,Active
19BA01,D,ILOC,vocational,international,Nieuwkomersvoorziening Ede,Lindenhorst 1.0 ,6714JV,EDE,Gelderland,2016-01-01,,True,H,6714jv,ILOC,D,Active
08DM01,D,ILOC,vocational,international,"basisschool 't Schrijverke, locatie Luchen",Graspieper 10.0 ,5731SP,MIERLO,Noord-Brabant,2015-12-01,2015-12-02,False,H,5731sp,ILOC,D,Historical
23RW01,D,ILOC,vocational,international,De Horizon,Wezelstraat 71.0 ,7559AR,HENGELO OV,Overijssel,2015-12-01,2023-08-01,False,H,7559ar,ILOC,D,Historical
09MY02,D,ILOC,vocational,international,De Globe,Lange Heul 149.0 B,1403NH,BUSSUM,Noord-Holland,2015-11-01,2020-08-01,False,H,1403nh,ILOC,D,Historical
11DX01,D,ILOC,vocational,international,AZC-school De Regenboog,Taxuslaan 32.0 ,1702SC,HEERHUGOWAARD,Noord-Holland,2015-10-01,,True,H,1702sc,ILOC,D,Active
10DJ01,D,ILOC,vocational,international,Klein Schovenhorst,P C Hooftstraat 35.0 ,3881KC,PUTTEN,Gelderland,2015-08-01,2016-08-01,False,H,3881kc,ILOC,D,Historical
15OP01,D,ILOC,vocational,international,OBS De Ontdekking,Van den Berghlaan 76.0 -78,2132AT,HOOFDDORP,Noord-Holland,2015-08-01,2016-08-01,False,H,2132at,ILOC,D,Historical
13JX02,D,ILOC,vocational,international,De Elfenbron Gebouw de Vlinder,Calslaan 35.0 ,7522MJ,ENSCHEDE,Overijssel,2015-08-01,2017-08-01,False,H,7522mj,ILOC,D,Historical
12TO02,D,ILOC,vocational,international,Openbare Basisschool de Spreng,Griftstraat 8.0 ,8181VZ,HEERDE,Gelderland,2015-08-01,2018-08-01,False,H,8181vz,ILOC,D,Historical
15ZP02,D,ILOC,vocational,international,obs Annie M. G. Schmidtschool,Old Ruitenborgh 31.0 ,7556NK,HENGELO OV,Overijssel,2015-08-01,2018-08-01,False,H,7556nk,ILOC,D,Historical
17PZ01,D,ILOC,vocational,international,De Steenbeek,Hoenderloseweg 4.0 ,7339GH,UGCHELEN,Gelderland,2015-08-01,2019-01-01,False,H,7339gh,ILOC,D,Historical
10AH01,D,ILOC,vocational,international,obs Jan Ligthart,Frans Halslaan 4.0 ,3931LJ,WOUDENBERG,Utrecht,2015-08-01,2019-08-01,False,H,3931lj,ILOC,D,Historical
12MP01,D,ILOC,vocational,international,Da Vinci,'t Hambroek 54.0 ,7271HB,BORCULO,Gelderland,2015-08-01,2019-08-01,False,H,7271hb,ILOC,D,Historical
13JJ05,D,ILOC,vocational,international,Montessorischool Vaassen,Boxhofstede 15.0 ,8171KC,VAASSEN,Gelderland,2015-08-01,2019-08-01,False,H,8171kc,ILOC,D,Historical
09DF01,D,ILOC,vocational,international,Vrije School Kleverpark,Wouwermanstraat 49.0 a,2023XD,HAARLEM,Noord-Holland,2015-08-01,2021-08-01,False,H,2023xd,ILOC,D,Historical
11MR01,D,ILOC,vocational,international,Extralent,Albert Verweystraat 4.0 ,5921AZ,VENLO,Limburg,2015-08-01,2022-08-01,False,H,5921az,ILOC,D,Historical
11MR01,D,ILOC,vocational,international,Extralent,Vossenerlaan 57.0 ,5924AC,VENLO,Limburg,2015-08-01,2022-08-01,False,H,5924ac,ILOC,D,Historical
09DH01,D,ILOC,vocational,international,Vrijeschool Rotterdam-West,Velsenluststraat 7.0 -9,3021AW,ROTTERDAM,Zuid-Holland,2015-08-01,2023-08-01,False,H,3021aw,ILOC,D,Historical
15AN03,D,ILOC,vocational,international,Opvang Nieuwkomers Internationale schakelgroepen,Wilsonplein 3.0 ,2806JM,GOUDA,Zuid-Holland,2015-08-01,2023-08-01,False,H,2806jm,ILOC,D,Historical
17FH02,D,ILOC,vocational,international,OBS Park16Hoven,Tinbergenlaan 52.0 ,3045BJ,ROTTERDAM,Zuid-Holland,2015-08-01,2023-08-01,False,H,3045bj,ILOC,D,Historical
08TI01,D,ILOC,vocational,international,Openbare basisschool Giessen-Oudekerk,Oudkerkseweg 70.0 ,3381KR,GIESSENBURG,Zuid-Holland,2015-08-01,,True,H,3381kr,ILOC,D,Active
10MM01,D,ILOC,vocational,international,Schakelonderwijs Haarlemmermeer,Graan voor Visch 14402.0 ,2132VH,HOOFDDORP,Noord-Holland,2015-08-01,,True,H,2132vh,ILOC,D,Active
11CV02,D,ILOC,vocational,international,Prins Willem-Alexanderschool,Parsstraat 1.0 -3,2221SM,KATWIJK ZH,Zuid-Holland,2015-08-01,,True,H,2221sm,ILOC,D,Active
12QC02,D,ILOC,vocational,international,CBS Het Klaverblad afd. hoogbegaafdheid,Molkenkelder 4.0 B,8941AJ,LEEUWARDEN,Friesland,2015-08-01,,True,H,8941aj,ILOC,D,Active
13YX01,D,ILOC,vocational,international,Sjalomschool,Hermitage 46.0 - 48,2907NB,CAPELLE AAN DEN IJSSEL,Zuid-Holland,2015-08-01,,True,H,2907nb,ILOC,D,Active
14GU04,D,ILOC,vocational,international,o.b.s. De Fonkelsteen,Middenweg 30.0 a,1703RC,HEERHUGOWAARD,Noord-Holland,2015-08-01,,True,H,1703rc,ILOC,D,Active
14GU04,D,ILOC,vocational,international,o.b.s. De Fonkelsteen,Onyx 89.0 ,1703CG,HEERHUGOWAARD,Noord-Holland,2015-08-01,,True,H,1703cg,ILOC,D,Active
15WT06,D,ILOC,vocational,international,Taalklassen De Wiekslag,Engweg 3.0 E,3828CJ,HOOGLAND,Utrecht,2015-08-01,,True,H,3828cj,ILOC,D,Active
29UL01,D,ILOC,vocational,international,GKC De Tippe,Overtoom 65.0 ,8043LZ,ZWOLLE,Overijssel,2015-08-01,,True,H,8043lz,ILOC,D,Active
10LX01,D,ILOC,vocational,international,"OBS De Regenboog, nieuwkomersgroepen",Bergmansweg 100.0 ,6226AR,MAASTRICHT,Limburg,2015-06-01,2018-04-01,False,H,6226ar,ILOC,D,Historical
10BV01,D,ILOC,vocational,international,Gezellenhoek NT2-klassen,Rodenbachlaan 31.0 ,4707NH,ROOSENDAAL,Noord-Brabant,2015-06-01,2019-09-01,False,H,4707nh,ILOC,D,Historical
13AZ02,D,ILOC,vocational,international,"KienderWijs, afdeling anderstaligen van odbs ‘t Kienholt",Van Leeuwenhoekstraat 85.0 ,7908BJ,HOOGEVEEN,Drenthe,2015-03-01,,True,H,7908bj,ILOC,D,Active
16FI01,D,ILOC,vocational,international,Weidebloem,Curiestraat 22.0 ,7909BT,HOOGEVEEN,Drenthe,2015-03-01,,True,H,7909bt,ILOC,D,Active
09AU01,D,ILOC,vocational,international,AZC Lansrade,Dorpsstraat 10.0 ,6277NE,SLENAKEN,Limburg,2015-02-01,2016-11-01,False,H,6277ne,ILOC,D,Historical
09AU01,D,ILOC,vocational,international,AZC Lansrade,Schoolstraat 16.0 ,6285BB,EPEN,Limburg,2015-02-01,2016-11-01,False,H,6285bb,ILOC,D,Historical
18OF03,D,ILOC,vocational,international,Dislocatie De Wereldwijzer,Calaislaan 1.0 ,5627NC,EINDHOVEN,Noord-Brabant,2015-01-01,2016-11-01,False,H,5627nc,ILOC,D,Historical
03RN01,D,ILOC,vocational,international,"Sint Josef, 'Schakelklassen'",Theobaldusweg 54.0 ,5825BL,OVERLOON,Noord-Brabant,2015-01-01,2022-09-01,False,H,5825bl,ILOC,D,Historical
19US02,D,ILOC,vocational,international,Eerste opvangonderwijs POL Arnhem,Groningensingel 1225.0 ,6835HZ,ARNHEM,Gelderland,2015-01-01,,True,H,6835hz,ILOC,D,Active
05TN01,D,ILOC,vocational,international,PO Oranje De Vaart,Oranje 8.0 ,9416TC,ORANJE,Drenthe,2014-12-01,2017-11-01,False,H,9416tc,ILOC,D,Historical
15JC01,D,ILOC,vocational,international,Montessorischool  't Heem,Gerststraat 2.0 ,7552DV,HENGELO OV,Overijssel,2014-12-01,,True,H,7552dv,ILOC,D,Active
05CH02,D,ILOC,vocational,international,"CBS De Borg, locatie Onnen",Bakkerweg 2.0 ,9755PM,ONNEN,Groningen,2014-10-01,2017-08-01,False,H,9755pm,ILOC,D,Historical
11VA01,D,ILOC,vocational,international,De Vlinderboom Daltonschool,Cronjestraat 46.0 ,3851ZS,ERMELO,Gelderland,2014-08-01,2015-08-01,False,H,3851zs,ILOC,D,Historical
00AZ01,D,ILOC,vocational,international,Openbare Basisschool De Overstap,Kerkweg 10.0 ,2974LH,BRANDWIJK,Zuid-Holland,2014-08-01,2016-08-01,False,H,2974lh,ILOC,D,Historical
11MZ02,D,ILOC,vocational,international,cbs De Werkhof,Achterdijk 84.0 D,3985LB,WERKHOVEN,Utrecht,2014-08-01,2016-08-01,False,H,3985lb,ILOC,D,Historical
11MZ02,D,ILOC,vocational,international,cbs De Werkhof,De Curtis 7.0 b,3985LK,WERKHOVEN,Utrecht,2014-08-01,2016-08-01,False,H,3985lk,ILOC,D,Historical
23DW02,D,ILOC,vocational,international,Tilburg International Primary School,Glimmenstraat 7.0 ,5043MZ,TILBURG,Noord-Brabant,2014-08-01,2016-09-01,False,H,5043mz,ILOC,D,Historical
05GE02,D,ILOC,vocational,international,Basisschool St. Andreas dependance Kleurrijk,Hoofdstraat 212.0 ,6024AB,BUDEL-DORPLEIN,Noord-Brabant,2014-08-01,2017-05-15,False,H,6024ab,ILOC,D,Historical
